,f1,f2,f4,f25,f26,f27
150,48,25,3,0,1,0
151,108,25,4,0,4,0
152,39,10,2,0,0,0
153,80,20,4,0,0,0
154,36,17,2,0,0,0
155,28,19,2,1,0,0
156,33,14,2,1,2,0
157,23,14,3,1,0,0
158,77,18,2,1,0,0
159,342,19,5,1,142,0
160,38,29,2,1,5,5
161,73,22,2,0,0,0
162,33,15,2,1,0,0
163,67,17,3,0,0,0
164,39,18,2,1,2,0
165,24,15,2,1,0,0
166,26,17,2,1,0,0
167,39,7,2,1,5,0
168,62,22,3,0,22,0
169,41,13,2,0,0,0
170,40,31,2,1,0,0
171,51,26,3,0,0,0
172,59,12,2,1,4,0
173,50,20,3,1,0,0
174,52,25,2,0,3,1
175,43,15,2,0,0,0
176,94,42,3,0,12,3
177,60,15,4,0,0,0
178,18,11,1,0,0,0
179,204,27,2,1,27,0
180,94,24,7,1,15,0
181,41,33,4,0,0,0
182,19,11,2,0,3,3
183,35,22,2,0,1,1
184,63,26,3,0,0,0
185,53,21,2,0,4,0
186,75,44,4,0,0,0
187,35,27,2,1,4,4
188,210,14,4,1,14,0
189,44,13,1,1,0,0
190,150,40,5,0,73,0
191,39,22,3,0,0,0
192,64,15,2,0,0,0
193,106,20,4,1,17,0
194,34,20,2,1,0,0
195,65,16,2,1,0,0
196,60,14,3,0,2,2
197,25,14,1,0,0,0
198,39,21,2,0,5,0
199,38,15,3,0,0,0
200,129,8,2,1,3,0
201,52,15,2,1,0,0
202,30,14,3,0,11,11
203,33,24,2,1,0,0
204,118,27,3,0,9,0
205,27,20,1,0,0,0
206,78,16,3,0,13,0
207,35,27,2,0,1,1
208,32,18,1,0,0,0
209,64,39,5,0,4,4
210,38,29,2,1,3,3
211,24,15,3,1,0,0
212,68,15,3,0,0,0
213,126,50,4,1,21,0
214,41,16,2,1,0,0
215,48,16,2,1,0,0
216,29,21,2,0,0,0
217,24,15,2,1,0,0
218,50,17,3,1,1,1
219,126,50,4,0,15,0
220,39,11,2,1,0,0
221,102,15,1,0,20,0
222,31,23,2,0,2,2
223,86,22,3,0,24,0
224,78,16,2,1,8,0
225,29,20,3,1,0,0
226,33,12,2,0,7,0
227,27,12,1,0,0,0
228,24,15,2,1,0,0
229,39,20,2,1,0,0
230,28,21,2,0,0,0
231,87,24,2,0,11,0
232,43,18,2,0,0,0
233,27,19,2,0,0,0
234,101,17,2,0,8,0
235,60,28,3,0,0,0
236,38,13,3,0,0,0
237,19,10,1,1,0,0
238,137,15,3,1,36,0
239,263,179,14,0,34,29
240,22,6,1,1,4,0
241,89,21,3,0,1,0
242,28,19,2,1,0,0
243,49,26,3,0,1,0
244,45,36,4,1,3,3
245,30,22,2,0,0,0
246,54,10,2,0,0,0
247,29,22,2,0,0,0
248,86,16,3,0,0,0
249,26,18,2,0,2,2
250,83,20,2,1,9,0
251,49,28,2,1,0,0
252,33,12,2,0,7,0
253,40,18,2,0,0,0
254,56,18,2,0,0,0
255,27,18,2,1,0,0
256,70,33,3,0,0,0
257,128,120,10,0,7,7
258,25,6,1,0,3,0
259,33,16,2,1,0,0
260,52,16,2,1,0,0
261,31,22,2,1,0,0
262,41,32,2,1,4,4
263,33,24,2,1,0,0
264,32,23,1,1,0,0
265,66,30,3,0,2,0
266,85,14,2,1,8,0
267,52,20,2,1,0,0
268,109,19,3,1,6,0
269,84,20,1,0,0,0
270,110,16,2,1,14,0
271,171,25,2,0,52,0
272,17,9,1,0,0,0
273,19,12,1,0,0,0
274,98,14,4,0,28,11
275,32,24,2,0,0,0
276,28,20,3,1,0,0
277,64,31,3,0,2,2
278,40,16,2,1,0,0
279,132,32,2,1,15,6
280,124,24,2,1,6,0
281,51,18,2,0,0,0
282,141,48,2,1,41,19
283,126,50,4,0,16,0
284,21,14,2,0,0,0
285,53,14,2,0,2,0
286,27,18,2,1,0,0
287,76,14,2,0,21,0
288,79,32,2,0,0,0
289,77,23,1,0,16,0
290,35,18,2,1,0,0
291,56,21,3,1,0,0
292,49,22,3,0,4,0
293,41,20,2,0,0,0
294,84,20,2,0,23,0
295,29,20,2,1,0,0
296,21,12,2,1,0,0
297,35,13,3,0,0,0
298,28,19,2,1,0,0
299,97,25,5,1,0,0
300,36,14,1,0,0,0
301,63,19,3,1,0,0
302,24,17,2,0,0,0
303,40,33,2,0,1,1
304,85,17,2,0,0,0
305,56,39,5,0,6,6
306,49,11,2,0,0,0
307,23,10,1,1,0,0
308,64,16,2,1,0,0
309,46,20,3,1,2,0
310,36,9,2,0,0,0
311,29,22,2,0,2,2
312,55,28,2,0,3,1
313,45,25,2,0,0,0
314,33,25,2,0,0,0
315,231,23,3,1,92,0
316,30,17,2,1,0,0
317,31,23,2,0,0,0
318,27,18,2,1,0,0
319,81,27,2,0,21,0
320,58,16,2,1,7,0
321,28,19,2,1,0,0
322,25,16,2,1,0,0
323,87,13,5,0,2,0
324,28,19,2,1,0,0
325,133,13,2,1,8,0
326,26,17,3,1,0,0
327,36,15,1,0,0,0
328,29,15,1,1,0,0
329,37,28,2,1,0,0
330,33,24,2,1,0,0
331,47,15,2,0,0,0
332,26,17,2,1,3,3
333,93,22,5,0,2,0
334,44,27,4,0,0,0
335,34,26,2,0,0,0
336,63,22,2,0,0,0
337,56,36,5,1,9,6
338,28,20,2,1,3,3
339,51,21,3,0,0,0
340,50,16,3,0,3,0
341,70,17,3,0,6,0
342,41,12,2,0,2,0
343,74,17,2,0,7,0
344,26,17,2,1,0,0
345,114,19,3,1,6,0
346,49,26,1,0,0,0
347,26,17,2,1,0,0
348,42,14,2,1,0,0
349,28,19,1,1,0,0
350,29,20,2,1,0,0
351,32,15,2,0,0,0
352,34,25,2,1,1,1
353,51,27,2,0,0,0
354,78,17,2,1,0,0
355,43,29,4,0,0,0
356,154,32,2,1,14,3
357,35,26,3,1,0,0
358,54,22,3,0,0,0
359,35,27,2,0,0,0
360,25,16,1,1,0,0
361,27,19,2,0,0,0
362,61,12,4,0,9,9
363,41,30,2,0,0,0
364,47,13,2,0,0,0
365,19,11,2,0,0,0
366,38,18,2,1,0,0
367,64,19,3,0,6,0
368,271,20,5,0,84,0
369,50,10,1,0,0,0
370,80,23,3,1,7,0
371,67,28,2,1,0,0
372,282,30,3,1,59,0
373,144,37,2,1,6,0
374,52,20,1,0,4,0
375,28,19,2,1,0,0
376,50,20,3,1,0,0
377,60,19,3,0,13,0
378,87,18,2,1,2,0
379,35,18,3,0,4,4
380,102,15,4,0,25,0
381,63,23,2,1,9,0
382,36,27,2,1,0,0
383,21,12,2,1,0,0
384,238,17,3,1,75,0
385,36,13,4,0,10,10
386,38,29,2,1,0,0
387,88,14,5,0,15,11
388,29,21,2,0,0,0
389,27,17,2,0,0,0
390,101,15,2,1,11,0
391,18,11,2,0,0,0
392,27,15,2,0,0,0
393,28,15,2,1,1,0
394,36,14,1,0,1,0
395,53,14,2,0,0,0
396,66,13,3,0,10,0
397,35,26,2,1,0,0
398,27,13,1,1,1,0
399,21,13,3,0,10,10
400,123,19,2,0,7,0
401,47,18,4,0,0,0
402,59,15,3,1,2,0
403,15,4,1,0,1,1
404,26,18,2,0,0,0
405,82,36,5,1,9,6
406,77,16,2,1,0,0
407,38,13,3,1,3,2
408,39,32,2,0,0,0
409,42,15,2,1,0,0
410,33,19,2,1,0,0
411,53,36,2,0,0,0
412,44,16,3,0,2,2
413,23,15,2,0,0,0
414,17,10,1,0,0,0
415,26,18,2,0,0,0
416,129,54,5,0,20,0
417,42,34,2,0,5,5
418,52,19,2,0,2,0
419,27,19,2,0,1,1
420,43,14,3,0,6,0
421,28,20,2,0,0,0
422,97,21,3,1,4,0
423,28,20,2,0,0,0
424,27,19,2,0,0,0
425,35,19,3,0,0,0
426,62,19,2,1,0,0
427,127,50,4,1,24,0
428,29,22,2,0,2,2
429,33,16,2,0,0,0
430,72,17,3,0,6,0
431,33,25,2,1,0,0
432,40,18,2,0,0,0
433,61,42,5,0,1,1
434,51,32,2,0,0,0
435,44,10,1,1,0,0
436,259,12,2,0,31,0
437,57,21,2,0,0,0
438,31,22,2,1,0,0
439,47,15,3,0,0,0
440,93,26,3,0,0,0
441,49,18,2,0,0,0
442,22,13,2,1,0,0
443,45,21,2,1,0,0
444,105,29,2,1,10,0
445,109,21,4,1,7,0
446,40,33,2,0,0,0
447,24,5,1,0,5,0
448,37,17,2,0,0,0
449,152,13,2,1,0,0
450,124,46,5,1,22,0
451,35,15,2,0,4,4
452,126,50,4,0,24,0
453,51,24,3,0,7,1
454,126,61,3,0,47,26
455,49,25,2,0,0,0
456,46,17,2,1,0,0
457,31,16,2,1,0,0
458,45,15,2,0,0,0
459,36,27,2,1,0,0
460,56,29,2,0,5,0
461,54,19,2,0,2,0
462,76,50,4,0,9,0
463,29,20,2,1,0,0
464,70,16,2,1,4,0
465,22,14,3,0,11,11
466,46,38,2,0,0,0
467,53,15,2,0,0,0
468,105,20,5,0,1,0
469,64,18,2,1,13,0
470,29,20,2,1,0,0
471,47,18,3,0,0,0
472,126,61,3,0,39,20
473,37,28,2,1,0,0
474,42,20,2,1,0,0
475,15,8,1,0,0,0
476,44,13,3,0,7,0
477,71,23,3,0,0,0
478,72,25,2,1,2,0
479,48,24,3,1,0,0
480,29,22,2,0,2,2
481,71,17,2,1,15,0
482,32,24,2,0,1,1
483,59,18,2,0,23,4
484,55,28,2,0,0,0
485,26,17,2,1,0,0
486,32,12,2,0,0,0
487,34,26,2,0,0,0
488,115,12,3,0,18,0
489,33,14,2,1,5,3
490,74,20,3,0,5,0
491,77,23,1,0,14,0
492,18,11,1,0,0,0
493,62,22,2,0,3,3
494,56,17,2,0,0,0
495,53,44,4,1,9,9
496,27,15,1,0,0,0
497,84,59,8,0,4,4
498,56,18,1,0,0,0
499,552,25,5,1,198,0
500,110,13,2,1,6,0
501,102,15,1,0,16,0
502,32,24,2,0,0,0
503,99,30,4,1,10,0
504,19,10,2,1,0,0
505,34,13,2,0,3,0
506,103,18,2,0,7,0
507,45,0,1,0,6,0
508,31,24,2,0,1,1
509,24,15,2,1,0,0
510,76,31,3,1,7,0
511,393,16,24,0,16,0
512,45,17,1,0,0,0
513,36,28,2,0,0,0
514,409,25,3,0,83,8
515,76,68,7,0,11,11
516,24,17,2,0,0,0
517,49,15,2,0,0,0
518,40,13,4,0,5,0
519,29,20,2,1,0,0
520,22,15,2,0,0,0
521,34,15,1,1,0,0
522,121,57,2,1,17,7
523,64,10,3,0,0,0
524,38,29,2,1,0,0
525,25,16,1,1,4,4
526,50,20,2,0,0,0
527,89,16,2,0,0,0
528,58,28,2,0,0,0
529,29,22,2,0,0,0
530,30,21,2,1,0,0
531,71,16,3,0,7,0
532,44,35,2,1,0,0
533,58,16,3,0,0,0
534,56,47,2,1,0,0
535,42,34,2,0,0,0
536,36,13,3,0,1,0
537,38,30,2,0,0,0
538,33,24,2,1,8,8
539,35,27,2,0,0,0
540,47,38,2,1,0,0
541,26,17,2,1,0,0
542,29,14,2,0,1,0
543,32,23,2,1,0,0
544,67,10,1,0,2,0
545,27,18,2,1,0,0
546,106,22,3,0,5,0
547,70,25,1,0,2,0
548,163,15,1,1,20,0
549,31,22,2,1,0,0
550,85,16,2,0,0,0
551,44,22,3,1,0,0
552,54,14,1,0,0,0
553,54,19,3,1,0,0
554,29,20,2,1,0,0
555,38,7,1,1,0,0
556,20,12,2,0,0,0
557,27,19,2,0,0,0
558,22,6,1,1,3,0
559,63,18,2,1,0,0
560,73,25,3,0,0,0
561,81,27,2,0,24,0
562,216,18,2,0,72,0
563,83,16,2,1,7,0
564,30,21,2,1,0,0
565,25,16,2,1,0,0
566,38,19,2,1,3,0
567,68,17,3,0,0,0
568,71,35,2,0,10,0
569,23,11,1,1,1,0
570,37,14,2,0,0,0
571,28,19,2,1,0,0
572,43,34,2,1,0,0
573,36,7,1,1,0,0
574,50,42,4,0,0,0
575,44,36,3,0,0,0
576,128,50,4,1,21,0
577,58,19,3,0,0,0
578,66,17,2,1,0,0
579,241,63,5,0,48,27
580,44,18,2,0,0,0
581,18,9,1,1,0,0
582,39,16,2,0,0,0
583,46,17,3,1,1,1
584,51,22,3,1,0,0
585,25,17,2,0,0,0
586,37,24,2,1,0,0
587,52,16,3,0,0,0
588,26,17,2,1,0,0
589,25,16,2,1,0,0
590,34,13,1,1,0,0
591,56,17,4,1,0,0
592,32,12,1,0,0,0
593,26,17,2,1,0,0
594,77,23,1,0,23,0
595,57,21,2,0,10,0
596,59,41,4,0,3,3
597,102,15,1,0,23,0
598,39,13,1,0,3,3
599,35,23,2,1,0,0
600,28,20,2,0,0,0
601,30,23,2,0,3,3
602,101,24,2,0,0,0
603,30,23,3,0,0,0
604,44,35,4,1,6,6
605,39,22,1,1,0,0
606,90,23,3,0,5,0
607,34,15,1,0,0,0
608,36,11,2,0,7,3
609,37,16,2,1,0,0
610,39,17,2,0,0,0
611,42,33,4,1,0,0
612,48,20,2,0,0,0
613,75,12,2,0,0,0
614,25,16,2,1,0,0
615,50,20,3,0,0,0
616,92,17,3,0,3,3
617,31,24,2,0,1,1
618,25,18,1,0,0,0
619,41,33,3,0,0,0
620,22,14,2,0,0,0
621,76,15,2,0,20,0
622,40,14,1,0,0,0
623,51,32,3,1,3,3
624,60,14,2,1,0,0
625,33,25,2,0,0,0
626,131,23,2,1,23,0
627,68,15,2,0,0,0
628,51,22,2,0,11,0
629,45,17,2,0,3,0
630,67,16,2,1,0,0
631,24,15,2,1,0,0
632,92,15,3,0,17,0
633,34,27,2,0,0,0
634,54,13,2,0,5,0
635,40,33,2,0,0,0
636,70,17,2,0,1,0
637,18,4,1,0,1,0
638,126,50,4,0,21,0
639,24,16,3,0,0,0
640,54,15,2,1,13,0
641,66,20,3,1,0,0
642,29,20,2,1,0,0
643,22,13,2,1,3,3
644,78,16,2,0,7,0
645,98,16,3,0,0,0
646,44,14,3,0,7,0
647,124,46,5,1,24,0
648,45,16,2,1,0,0
649,48,28,5,1,3,0
650,28,6,1,0,0,0
651,63,26,3,0,0,0
652,58,16,2,1,0,0
653,51,42,2,1,15,15
654,23,15,2,0,0,0
655,23,15,2,0,4,4
656,58,21,2,0,0,0
657,54,11,2,1,8,0
658,392,16,24,0,15,0
659,78,17,1,0,7,0
660,57,17,2,1,2,0
661,46,37,4,1,6,6
662,43,25,5,1,0,0
663,51,14,3,1,10,0
664,53,20,2,0,3,0
665,57,40,5,0,2,2
666,30,21,2,1,0,0
667,46,14,2,0,2,0
668,192,11,15,1,106,0
669,18,9,1,1,0,0
670,33,24,1,1,0,0
671,22,13,2,1,0,0
672,28,19,2,1,0,0
673,28,21,2,0,0,0
674,77,47,4,1,0,0
675,64,16,3,1,2,1
676,58,24,3,0,0,0
677,47,16,3,1,1,0
678,17,8,1,1,0,0
679,68,12,3,0,7,0
680,21,12,2,1,0,0
681,172,20,6,0,43,0
682,19,12,2,0,0,0
683,50,18,3,0,0,0
684,58,40,5,1,0,0
685,78,69,4,1,9,9
686,61,16,2,0,0,0
687,28,19,2,1,0,0
688,21,14,1,0,0,0
689,44,27,2,0,0,0
690,46,38,2,0,0,0
691,32,24,2,0,2,2
692,34,26,2,0,0,0
693,187,20,6,0,38,0
694,66,11,3,0,6,0
695,70,31,3,0,2,2
696,25,12,2,0,2,0
697,54,11,2,1,8,0
698,42,34,2,0,0,0
699,62,17,2,0,0,0
700,77,23,1,0,22,0
701,74,39,3,0,6,0
702,128,50,4,1,22,0
703,123,46,5,1,28,0
704,43,15,3,0,0,0
705,29,20,2,1,0,0
706,91,25,3,0,6,0
707,25,16,2,1,0,0
708,103,17,3,0,0,0
709,24,15,1,1,0,0
710,260,11,6,1,38,0
711,163,19,5,0,2,0
712,49,14,3,0,0,0
713,25,17,2,0,0,0
714,34,25,2,1,0,0
715,70,16,5,0,0,0
716,44,11,2,0,0,0
717,76,21,3,0,0,0
718,21,12,2,1,0,0
719,65,24,3,0,0,0
720,35,26,2,1,0,0
721,53,19,4,1,2,0
722,77,28,2,1,14,0
723,25,16,2,1,0,0
724,229,8,3,1,22,1
725,43,12,3,0,2,0
726,71,22,3,0,0,0
727,49,28,2,0,0,0
728,44,24,3,1,0,0
729,66,14,3,1,6,0
730,56,29,2,0,3,1
731,39,17,2,1,0,0
732,42,14,3,0,5,0
733,24,15,2,1,0,0
734,31,22,2,1,0,0
735,113,15,2,0,9,0
736,113,15,2,1,6,0
737,33,16,2,1,1,0
738,29,20,2,1,0,0
739,81,33,4,1,6,0
740,30,21,2,1,0,0
741,49,18,3,0,0,0
742,60,13,2,1,0,0
743,22,13,2,1,0,0
744,260,12,2,1,31,0
745,47,16,2,0,0,0
746,32,23,3,1,0,0
747,21,9,2,1,0,0
748,38,12,1,0,0,0
749,33,25,2,0,3,3
750,31,23,2,0,0,0
751,37,17,1,0,0,0
752,86,17,3,1,5,0
753,126,50,4,0,22,0
754,87,18,1,1,5,0
755,25,16,1,1,0,0
756,53,35,4,0,14,14
757,45,13,2,0,0,0
758,154,44,6,0,73,0
759,40,16,2,1,0,0
760,38,25,2,0,8,8
761,28,19,4,1,0,0
762,31,23,2,0,0,0
763,58,25,2,0,0,0
764,18,10,2,0,0,0
765,76,50,4,0,6,0
766,77,23,1,0,17,0
767,95,37,3,1,5,2
768,27,18,2,1,0,0
769,56,16,2,0,0,0
770,30,22,2,0,0,0
771,39,16,2,1,0,0
772,48,28,1,0,0,0
773,36,20,2,0,0,0
774,85,39,2,1,6,0
775,46,24,2,0,0,0
776,96,30,2,0,0,0
777,31,24,2,0,1,1
778,72,17,1,0,6,0
779,41,32,2,1,0,0
780,439,14,3,0,233,2
781,44,35,2,1,0,0
782,73,23,2,0,6,0
783,32,24,2,1,4,4
784,42,19,2,0,1,0
785,38,30,4,0,0,0
786,48,13,3,0,0,0
787,19,11,2,0,4,4
788,54,11,2,1,8,0
789,116,42,4,0,24,0
790,101,37,2,0,21,0
791,48,21,1,1,0,0
792,57,23,2,1,2,0
793,21,14,1,0,0,0
794,120,42,4,1,21,0
795,25,16,2,1,0,0
796,32,21,2,0,0,0
797,25,16,2,1,0,0
798,111,20,4,0,12,0
799,66,13,2,1,18,0
800,48,16,1,0,0,0
801,23,13,2,0,0,0
802,127,50,4,1,19,0
803,24,15,2,1,0,0
804,47,15,1,0,0,0
805,46,37,2,1,0,0
806,69,26,3,0,0,0
807,37,30,2,0,0,0
808,63,18,2,0,0,0
809,30,21,2,1,0,0
810,43,16,3,1,0,0
811,32,16,1,1,0,0
812,50,24,3,0,0,0
813,44,15,3,0,6,0
814,27,18,2,1,0,0
815,105,22,2,1,4,0
816,45,31,3,0,9,9
817,32,24,2,0,0,0
818,57,15,2,0,0,0
819,21,12,2,1,0,0
820,155,19,4,1,29,0
821,21,13,3,0,10,10
822,47,17,2,0,3,0
823,36,14,2,0,1,1
824,65,26,2,0,0,0
825,23,16,2,0,0,0
826,46,37,2,1,2,2
827,31,22,2,1,0,0
828,54,14,2,0,13,0
829,30,21,2,1,0,0
830,63,13,2,0,0,0
831,65,20,2,0,0,0
832,65,48,3,0,6,6
833,136,13,5,0,25,0
834,45,37,2,0,0,0
835,48,32,4,0,0,0
836,29,20,2,1,0,0
837,44,16,1,0,0,0
838,48,20,3,1,6,0
839,24,15,2,1,0,0
840,22,15,2,0,0,0
841,41,18,2,1,0,0
842,73,15,2,0,18,0
843,69,61,4,0,5,5
844,29,21,2,0,2,2
845,57,22,3,0,0,0
846,46,14,3,0,4,3
847,124,46,5,1,16,0
848,30,21,2,1,0,0
849,66,20,3,0,0,0
850,69,18,2,0,0,0
851,98,21,1,0,0,0
852,63,30,3,1,0,0
853,37,20,2,0,0,0
854,28,10,1,0,0,0
855,61,44,4,0,0,0
856,51,26,2,0,0,0
857,31,23,2,1,4,4
858,21,12,2,1,0,0
859,101,25,2,0,0,0
860,26,17,2,1,0,0
861,77,27,3,1,25,0
862,28,20,2,1,0,0
863,69,29,4,0,5,0
864,34,26,2,0,0,0
865,46,20,2,1,0,0
866,31,22,2,1,0,0
867,121,13,2,1,0,0
868,66,45,6,0,17,17
869,53,24,3,0,0,0
870,22,14,3,0,0,0
871,30,23,2,0,0,0
872,59,21,3,0,5,0
873,53,21,2,0,1,0
874,22,14,2,0,0,0
875,24,9,1,0,0,0
876,28,19,2,1,0,0
877,71,14,3,1,0,0
878,37,13,3,0,0,0
879,27,18,2,1,0,0
880,21,13,2,0,5,5
881,62,20,2,1,2,0
882,29,21,2,0,2,2
883,70,16,2,1,5,0
884,110,12,3,0,5,0
885,46,15,2,0,0,0
886,53,26,2,0,0,0
887,99,15,2,1,8,0
888,26,17,2,1,0,0
889,63,14,2,0,0,0
890,32,6,1,0,0,0
891,53,16,3,0,0,0
892,74,11,3,0,0,0
893,31,24,2,0,0,0
894,45,17,3,0,0,0
895,50,21,2,0,3,0
896,83,21,2,1,0,0
897,167,12,2,0,24,0
898,29,22,2,0,0,0
899,41,8,1,0,6,0
900,54,13,3,0,6,0
901,77,24,3,1,4,0
902,54,15,2,1,0,0
903,51,15,3,1,0,0
904,28,19,2,1,0,0
905,40,31,4,1,10,10
906,42,35,2,0,1,1
907,49,16,2,1,0,0
908,77,29,3,0,0,0
909,127,61,3,1,43,22
910,47,30,3,0,3,3
911,102,64,4,1,11,7
912,262,213,13,0,39,34
913,48,24,2,0,0,0
914,56,29,2,0,0,0
915,60,16,3,0,0,0
916,34,16,2,1,0,0
917,43,16,2,1,9,0
918,40,26,4,1,2,2
919,56,38,4,0,0,0
920,75,39,3,0,6,0
921,40,32,2,0,3,3
922,36,29,2,0,0,0
923,127,50,4,1,24,0
924,21,6,1,0,1,1
925,35,28,2,0,0,0
926,40,25,2,1,8,8
927,51,15,3,0,1,0
928,72,17,3,0,1,0
929,24,15,2,1,0,0
930,71,20,3,0,2,0
931,55,30,3,0,2,2
932,120,18,3,1,8,0
933,99,25,4,0,1,0
934,56,7,1,1,8,1
935,60,29,4,0,1,1
936,42,14,3,0,2,2
937,238,23,2,0,46,0
938,183,18,4,0,15,0
939,246,13,2,1,0,0
940,34,21,2,1,0,0
941,54,15,3,1,0,0
942,55,24,2,0,0,0
943,53,17,2,0,0,0
944,33,26,2,0,0,0
945,25,17,3,0,0,0
946,36,28,2,0,0,0
947,93,19,3,0,0,0
948,29,17,1,1,0,0
949,40,16,2,0,0,0
950,163,9,1,1,41,0
951,27,19,2,0,0,0
952,58,40,4,0,6,6
953,60,22,3,1,3,0
954,77,23,1,0,25,0
955,43,25,2,0,0,0
956,47,7,1,1,5,1
957,17,10,1,0,1,1
958,37,28,4,1,13,13
959,24,15,2,1,0,0
960,22,13,2,1,0,0
961,51,18,2,0,0,0
962,66,41,6,0,17,17
963,27,18,2,1,0,0
964,30,10,2,0,0,0
965,52,16,3,1,0,0
966,25,17,2,0,0,0
967,32,23,2,1,0,0
968,136,38,2,1,13,0
969,31,23,2,0,0,0
970,31,22,3,1,0,0
971,51,14,2,0,0,0
972,163,39,6,0,26,6
973,31,17,2,1,0,0
974,266,28,3,0,36,3
975,61,35,4,0,9,0
976,41,18,2,0,0,0
977,54,11,2,0,0,0
978,31,22,2,1,0,0
979,91,17,1,0,7,0
980,53,12,2,1,1,0
981,83,45,5,1,17,17
982,76,26,4,0,16,0
983,71,19,1,0,0,0
984,45,36,2,1,0,0
985,34,26,2,0,0,0
986,28,7,1,0,1,1
987,55,36,4,1,3,3
988,30,22,2,1,0,0
989,23,14,1,1,0,0
990,23,15,2,0,0,0
991,33,16,2,0,0,0
992,68,22,2,1,16,0
993,45,20,2,0,0,0
994,53,21,2,0,4,0
995,118,42,4,1,24,0
996,74,13,1,0,0,0
